t,acc
42.0214615384607,4.98754
42.03107692307685,4.980163
42.0406923076921,5.02987
42.05030769230734,5.102882
42.05899999999974,5.331857
42.068615384614986,5.469989
42.078230769230686,5.71022
42.08784615384593,5.9671593
42.097461538461175,6.069115
42.107076923076875,6.310994
42.11669230769212,6.475684
42.126307692307364,6.7384458
42.13499999999976,6.9942307
42.14461538461501,7.179727
42.15423076923071,7.303669
42.16384615384595,7.347561
42.1734615384612,7.3672657
42.1830769230769,7.4151187
42.192692307691686,7.575732
42.202307692307386,7.6782746
42.210999999999785,7.813307
42.22061538461503,8.052804
42.23023076923073,8.103766
42.239846153845974,8.249522
42.24946153846122,8.451047
42.25907692307692,8.583709
42.26869230769216,8.666267
42.27830769230741,8.62436
42.28699999999981,8.617513
42.29661538461505,8.61827
42.30623076923075,8.488406
42.315846153845996,8.388297
42.32546153846124,8.217015
42.33507692307694,8.082357
42.344692307692185,8.0827
42.35430769230743,8.0672655
42.36299999999983,8.083759
42.372615384615074,8.119435
42.38223076923077,8.24328
42.39184615384602,8.343467
42.40146153846126,8.380118
42.41107692307696,8.427445
42.42069230769221,8.45129
42.43030769230745,8.431299
42.4380000000001,8.576404
42.44761538461535,8.575836
42.457230769231046,8.624759
42.46684615384629,8.626124
42.476461538461535,8.645517
42.486076923077235,8.6689
42.49569230769248,8.730737
42.505307692307724,8.830077
42.514000000000124,8.90416
42.52361538461537,8.836139
42.53323076923107,8.831571
42.54284615384631,8.895175
42.55246153846156,8.844025
42.56207692307726,8.758126
42.5716923076925,8.779181
42.581307692307746,8.733299
42.590999999999894,8.678234
42.60061538461514,8.715147
42.61023076923084,8.7132845
42.61984615384608,8.66937
42.62946153846133,8.705378
42.63907692307703,8.702894
42.64869230769227,8.755517
42.65830769230797,8.778288
42.666999999999916,8.695263
42.676615384615616,8.647667
42.68623076923086,8.702152
42.695846153846105,8.664962
42.705461538460895,8.642316
42.71507692307705,8.6112
42.724692307692294,8.658999
42.73430769230799,8.715676
42.741999999999734,8.793351
42.75161538461498,8.748621
42.76123076923068,8.7917
42.77084615384592,8.779594
42.78046153846117,8.836649
42.79007692307687,8.92835
42.79969230769211,8.948838
42.80930769230736,8.9051075
42.817999999999756,8.825312
42.827615384615,8.833123
42.8372307692307,8.848452
42.846846153845945,8.823182
42.85646153846119,8.734028
42.86607692307689,8.6784315
42.87569230769168,8.626657
42.88530769230738,8.633104
